title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,description,source
Web Scraping with Python,Web Scraping with Python,Ryan Mitchell,0.0,0,https://covers.openlibrary.org/b/id/7387255-L.jpg,https://openlibrary.org/works/OL17308344W,256,"Python (Computer program language), Automatic data collection systems, Data mining, Python (computer program language), Electronic data processing, distributed processing","Learn web scraping and crawling techniques to access unlimited data from any web source in any format. With this practical guide, you’ll learn how to use Python scripts and web APIs to gather and process data from thousands—or even millions—of web pages at once.

Ideal for programmers, security professionals, and web administrators familiar with Python, this book not only teaches basic web scraping mechanics, but also delves into more advanced topics, such as analyzing raw data or using scrapers for frontend website testing. Code samples are available to help you understand the concepts in practice.

    Learn how to parse complicated HTML pages
    Traverse multiple pages and sites
    Get a general overview of APIs and how they work
    Learn several methods for storing the data you scrape
    Download, read, and extract data from documents
    Use tools and techniques to clean badly formatted data
    Read and write natural languages
    Crawl through forms and logins
    Understand how to scrape JavaScript
    Learn image processing and text recognition

<h2>Printing History</h2>
<dl>
<dt>April 2018:</dt><dd>Second Edition</dd>
<dt>2018-03-20:</dt><dd>First Release</dd>
<dt>2018-11-21:</dt><dd>Second Release</dd>
</dl>",open_library_api
Beginning Programming with Python for Dummies,Beginning Programming with Python for Dummies,John Paul Mueller,0.0,0,https://covers.openlibrary.org/b/id/13320889-L.jpg,https://openlibrary.org/works/OL21616091W,412,Python (computer program language),No description available.,open_library_api
The Practice of Computing Using Python,The Practice of Computing Using Python,William F. Punch,0.0,0,https://covers.openlibrary.org/b/id/10167739-L.jpg,https://openlibrary.org/works/OL20854618W,828,"Python (computer program language), Python (Computer program language), Computer programming",No description available.,open_library_api
Python Basics,Python Basics,Unknown Author,0.0,0,https://covers.openlibrary.org/b/id/8758915-L.jpg,https://openlibrary.org/works/OL20094082W,410,"Python, Programming, Financial markets, algorithmic trading, trading","The material presented here is a condensed introduction to Python and its data science related libraries such as NumPy, Pandas, and Matplotlib. The illustrative examples we use are associated with the financial markets.

We think it should also be useful to
- Anyone who wants a brief introduction to Python and the key components
of its data science stack, and
- Python programmers who want a quick refresher on using Python for
data analysis.

We do not expect any of our readers to have a formal background in computer science, although some familiarity with programming would be nice to have. The concepts and ideas here are covered with several examples to help connect theory to practice.",open_library_api
Your First App: Node.js,Your First App: Node.js,Jim Schubert,0.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426358199i/25142318._SX50_.jpg,https://www.goodreads.com/book/show/25142318-your-first-app,410,General,No description available.,goodreads_scraped
Python Guide Documentation,Python Guide Documentation,Kenneth Reitz,0.0,0,https://covers.openlibrary.org/b/id/8138241-L.jpg,https://openlibrary.org/works/OL17842208W,123,"Python, Python 3, Programming languages, Computing, Initiation",No description available.,open_library_api
"Think Like a Programmer, Python Edition","Think Like a Programmer, Python Edition",V. Anton Spraul,0.0,0,https://covers.openlibrary.org/b/id/11917842-L.jpg,https://openlibrary.org/works/OL21309839W,424,"Python (computer program language), Computer programming, Problem solving",No description available.,open_library_api
Learn to Program Using Python,Learn to Program Using Python,Alan Gauld,0.0,0,https://covers.openlibrary.org/b/id/135925-L.jpg,https://openlibrary.org/works/OL4277391W,279,Python (Computer program language),No description available.,open_library_api
Data Structures and Algorithms in Python,Data Structures and Algorithms in Python,Michael T. Goodrich,0.0,0,https://covers.openlibrary.org/b/id/8514959-L.jpg,https://openlibrary.org/works/OL19548248W,525,"Computer algorithms, Python (Computer program language), Data structures (Computer science), Algorithms",No description available.,open_library_api
AutoCAD and its applications,AutoCAD and its applications,Terence M. Shumaker,0.0,0,https://covers.openlibrary.org/b/id/1616631-L.jpg,https://openlibrary.org/works/OL14870745W,816,"AutoCAD, Computer graphics, Masonry, Computer graphics & design, Cad/cam",No description available.,open_library_api
Monty Python's Big Red Book,Monty Python's Big Red Book,Monty Python,0.0,0,https://covers.openlibrary.org/b/id/261841-L.jpg,https://openlibrary.org/works/OL8088570W,64,"English wit and humor, Monty Python (Comedy troupe), Humor, general, Monty python (comedy troupe)",No description available.,open_library_api
Monty Python & the Holy Grail,Monty Python & the Holy Grail,Monty Python,0.0,0,https://covers.openlibrary.org/b/id/4699714-L.jpg,https://openlibrary.org/works/OL8088581W,196,"Monty python (comedy troupe), Motion pictures",Screenplay,open_library_api
Python Playground,Python Playground,Mahesh Venkitachalam,0.0,0,https://covers.openlibrary.org/b/id/10637438-L.jpg,https://openlibrary.org/works/OL21093399W,352,"Python (computer program language), Electric apparatus and appliances, Programmable controllers, Computer programming, Electronic apparatus and appliances",No description available.,open_library_api
"Introduction to Computation and Programming Using Python, third edition","Introduction to Computation and Programming Using Python, third edition",John V. Guttag,0.0,0,https://covers.openlibrary.org/b/id/10549695-L.jpg,https://openlibrary.org/works/OL24150725W,496,"Mathematics, Python (Computer program language), Textbooks, Computer programming",No description available.,open_library_api
A Smarter Way to Learn Python,A Smarter Way to Learn Python,Mark Myers,0.0,0,https://covers.openlibrary.org/b/id/12375745-L.jpg,https://openlibrary.org/works/OL26419632W,236,Python (Computer program language),No description available.,open_library_api
Introducing Python,Introducing Python,Bill Lubanovic,0.0,0,https://covers.openlibrary.org/b/id/7503511-L.jpg,https://openlibrary.org/works/OL17400331W,630,"Development, Python (Computer program language), Application software, Python (Langage de programmation), Logiciels d'application","**Revision History for the First Edition**

 - 2014-11-07: First release
 - 2015-02-20: Second release
 - 2016-02-26: Third release",open_library_api
Let Us Python,Let Us Python,Yashavant Kanetkar,0.0,0,https://images.unsplash.com/photo-1543002588-bfa74002ed7e?q=80&w=300&auto=format&fit=crop,https://openlibrary.org/works/OL27484186W,359,"Python, Object oriented, Open source, Professional, career & trade -> computer science -> python, Professional, career & trade -> computer science -> programming languages (jr/sr)",No description available.,open_library_api
Java for dummies,Java for dummies,Barry A. Burd,0.0,0,https://covers.openlibrary.org/b/id/7182720-L.jpg,https://openlibrary.org/works/OL3372608W,432,"Computer Technology, Java (Computer program language), Nonfiction, Java (computer program language), Internet programming","Start building powerful programs with Java 6--fast!   Get an overview of Java 6 and begin building your own programs   Even if you're new to Java programming--or to programming in general--you can get up and running on this wildly popular language in a hurry. This book makes it easy! From how to install and run Java to understanding classes and objects and juggling values with arrays and collections, you will get up to speed on the new features of Java 6 in no time.   Discover how to    Use object-oriented programming  Work with the changes in Java 6 and JDK 6  Save time by reusing code  Mix Java and Javascript with the new scripting tools  Troubleshoot code problems and fix bugs     All on the bonus CD-ROM    Custom builNote: CD-ROM/DVD and other supplementary materials are not included....",open_library_api
From Vibe Coding to Production: A Practical Guide to Professional Software Development,From Vibe Coding to Production: A Practical Guide to Professional Software Development (Vibe Coding: From Prompt to Production Book 3),Thomas DeGan,0.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1763422804i/244093145._SY75_.jpg,https://www.goodreads.com/book/show/244093145-from-vibe-coding-to-production,410,General,No description available.,goodreads_scraped
